,display_id,ad_id,clicked,ad_document_id,campaign_id,advertiser_id,uuid,event_document_id,platform_x,geo_location_x,source_id_admeta,publisher_id_x,source_id_eventmeta,publisher_id_y,document_id_x,category_id,confidence_level,document_id_ent,entity_id,confidence_level_ent,document_id_y,timestamp,platform_y,geo_location_y,traffic_source,time_diff,new_session,publish_time_admeta_ts,publish_time_admeta_year,publish_time_admeta_month,publish_time_eventmeta_ts,publish_time_eventmeta_year,publish_time_eventmeta_month,event_timestamp_ts
13,1251,3113,0,1252,2029,687,1,126,1,99,777,0,0,0,1253,33,0.643276052,0,5105,0.0,4,70,2,15,1,0.0,0,0,0,0,0,0,0,87
14,1251,3113,0,1252,2029,687,1,126,1,99,777,0,0,0,1253,27,0.048944917,0,5105,0.0,4,70,2,15,1,0.0,0,0,0,0,0,0,0,87
15,1251,3338,0,1366,2142,611,1,126,1,99,795,0,0,0,1367,30,0.4694093,1120,4498,0.22628565889415006,4,70,2,15,1,0.0,0,0,0,0,0,0,0,87
16,1251,3338,0,1366,2142,611,1,126,1,99,795,0,0,0,1367,31,0.035715925,1120,4498,0.22628565889415006,4,70,2,15,1,0.0,0,0,0,0,0,0,0,87
17,1727,296,1,463,379,373,2,143,2,107,573,0,0,0,464,46,0.34715924,0,5105,0.0,0,0,0,62,0,0.0,1,314,12,7,0,0,0,120
18,1727,296,1,463,379,373,2,143,2,107,573,0,0,0,464,31,0.02641429,0,5105,0.0,0,0,0,62,0,0.0,0,314,12,7,0,0,0,120
19,1727,990,0,1082,874,500,2,143,2,107,275,0,0,0,1083,69,0.792994644,0,5105,0.0,0,0,0,62,0,0.0,0,416,12,10,0,0,0,120
20,1727,990,0,1082,874,500,2,143,2,107,275,0,0,0,1083,38,0.060336549,0,5105,0.0,0,0,0,62,0,0.0,0,416,12,10,0,0,0,120
21,1727,1223,0,1224,1027,581,2,143,2,107,767,0,0,0,1225,31,0.92,1005,1862,0.6471688619193023,0,0,0,62,0,0.0,0,660,13,2,0,0,0,120
22,1727,1223,0,1224,1027,581,2,143,2,107,767,0,0,0,1225,53,0.07,1005,1862,0.6471688619193023,0,0,0,62,0,0.0,0,660,13,2,0,0,0,120
23,1727,1504,0,792,263,165,2,143,2,107,309,0,0,0,793,29,0.489935236,0,5105,0.0,0,0,0,62,0,0.0,0,677,13,3,0,0,0,120
24,1727,1504,0,792,263,165,2,143,2,107,309,0,0,0,793,35,0.037277681,0,5105,0.0,0,0,0,62,0,0.0,0,677,13,3,0,0,0,120
25,1727,1667,0,1383,1135,432,2,143,2,107,643,0,0,0,1384,31,0.92,0,5105,0.0,0,0,0,62,0,0.0,0,0,0,0,0,0,0,120
26,1727,1667,0,1383,1135,432,2,143,2,107,643,0,0,0,1384,17,0.07,0,5105,0.0,0,0,0,62,0,0.0,0,0,0,0,0,0,0,120
27,1727,4032,0,2379,2459,425,2,143,2,107,918,0,0,0,2379,31,0.92,1956,4282,0.21411241331101769,0,0,0,62,0,0.0,0,0,0,0,0,0,0,120
28,1727,4032,0,2379,2459,425,2,143,2,107,918,0,0,0,2379,2,0.07,1956,4282,0.21411241331101769,0,0,0,62,0,0.0,0,0,0,0,0,0,0,120
29,1679,1256,0,1261,695,97,3,1400,1,79,333,0,0,0,1262,72,0.92,1031,944,0.8548278728261318,0,0,0,62,0,0.0,1,0,0,0,0,0,0,117
30,1679,1256,0,1261,695,97,3,1400,1,79,333,0,0,0,1262,76,0.07,1031,944,0.8548278728261318,0,0,0,62,0,0.0,0,0,0,0,0,0,0,117
31,1679,3900,1,2346,1599,387,3,1400,1,79,80,0,0,0,2346,72,0.341725904,1931,3769,0.8189774924897142,0,0,0,62,0,0.0,0,997,13,6,0,0,0,117
32,1679,3900,1,2346,1599,387,3,1400,1,79,80,0,0,0,2346,72,0.341725904,1931,944,0.3107467328590591,0,0,0,62,0,0.0,0,997,13,6,0,0,0,117
33,1679,3900,1,2346,1599,387,3,1400,1,79,80,0,0,0,2346,27,0.026000884,1931,3769,0.8189774924897142,0,0,0,62,0,0.0,0,997,13,6,0,0,0,117
34,1679,3900,1,2346,1599,387,3,1400,1,79,80,0,0,0,2346,27,0.026000884,1931,944,0.3107467328590591,0,0,0,62,0,0.0,0,997,13,6,0,0,0,117
35,837,2225,0,1851,1610,390,4,1114,2,132,864,0,0,0,1852,82,0.92,1527,2311,0.34889145825608414,0,0,0,62,0,0.0,1,783,13,4,0,0,0,59
36,837,2225,0,1851,1610,390,4,1114,2,132,864,0,0,0,1852,82,0.92,1527,4282,0.25058877035503485,0,0,0,62,0,0.0,0,783,13,4,0,0,0,59
37,837,2225,0,1851,1610,390,4,1114,2,132,864,0,0,0,1852,34,0.07,1527,2311,0.34889145825608414,0,0,0,62,0,0.0,0,783,13,4,0,0,0,59
38,837,2225,0,1851,1610,390,4,1114,2,132,864,0,0,0,1852,34,0.07,1527,4282,0.25058877035503485,0,0,0,62,0,0.0,0,783,13,4,0,0,0,59
39,837,2236,0,876,1616,400,4,1114,2,132,590,0,0,0,877,49,0.92,0,5105,0.0,0,0,0,62,0,0.0,0,514,12,12,0,0,0,59
40,837,2236,0,876,1616,400,4,1114,2,132,590,0,0,0,877,43,0.07,0,5105,0.0,0,0,0,62,0,0.0,0,514,12,12,0,0,0,59
41,837,2409,0,1817,1683,510,4,1114,2,132,605,200,0,0,1818,53,0.31395552,1497,450,0.3451661307481288,0,0,0,62,0,0.0,0,863,13,4,0,0,0,59
42,837,2409,0,1817,1683,510,4,1114,2,132,605,200,0,0,1818,52,0.02388792,1497,450,0.3451661307481288,0,0,0,62,0,0.0,0,863,13,4,0,0,0,59
43,837,2936,1,1747,1961,513,4,1114,2,132,826,0,0,0,1748,22,0.92,1440,2648,0.3437498157829104,0,0,0,62,0,0.0,0,841,13,4,0,0,0,59
44,837,2936,1,1747,1961,513,4,1114,2,132,826,0,0,0,1748,22,0.92,1440,4919,0.26281997688660796,0,0,0,62,0,0.0,0,841,13,4,0,0,0,59
45,837,2936,1,1747,1961,513,4,1114,2,132,826,0,0,0,1748,22,0.92,1440,1312,0.23923659917845166,0,0,0,62,0,0.0,0,841,13,4,0,0,0,59
46,837,2936,1,1747,1961,513,4,1114,2,132,826,0,0,0,1748,50,0.07,1440,2648,0.3437498157829104,0,0,0,62,0,0.0,0,841,13,4,0,0,0,59
47,837,2936,1,1747,1961,513,4,1114,2,132,826,0,0,0,1748,50,0.07,1440,4919,0.26281997688660796,0,0,0,62,0,0.0,0,841,13,4,0,0,0,59
48,837,2936,1,1747,1961,513,4,1114,2,132,826,0,0,0,1748,50,0.07,1440,1312,0.23923659917845166,0,0,0,62,0,0.0,0,841,13,4,0,0,0,59
49,837,3831,0,2428,2265,305,4,1114,2,132,617,0,0,0,2428,14,0.708777936,1997,2736,0.2642096578857158,0,0,0,62,0,0.0,0,0,0,0,0,0,0,59
50,837,3831,0,2428,2265,305,4,1114,2,132,617,0,0,0,2428,13,0.053928756,1997,2736,0.2642096578857158,0,0,0,62,0,0.0,0,0,0,0,0,0,0,59
51,643,19,0,74,99,126,5,334,0,25,314,98,0,0,75,22,0.92,57,425,0.6212873008533462,0,0,0,62,0,0.0,1,88,11,8,0,0,0,46
52,643,19,0,74,99,126,5,334,0,25,314,98,0,0,75,22,0.92,57,3144,0.47798611094375615,0,0,0,62,0,0.0,0,88,11,8,0,0,0,46
53,643,19,0,74,99,126,5,334,0,25,314,98,0,0,75,22,0.92,57,842,0.3166767451664359,0,0,0,62,0,0.0,0,88,11,8,0,0,0,46
54,643,19,0,74,99,126,5,334,0,25,314,98,0,0,75,22,0.92,57,4405,0.2979361209200243,0,0,0,62,0,0.0,0,88,11,8,0,0,0,46
55,643,19,0,74,99,126,5,334,0,25,314,98,0,0,75,22,0.92,57,3003,0.23928221058410115,0,0,0,62,0,0.0,0,88,11,8,0,0,0,46
56,643,19,0,74,99,126,5,334,0,25,314,98,0,0,75,22,0.92,57,896,0.2267310255234881,0,0,0,62,0,0.0,0,88,11,8,0,0,0,46
57,643,19,0,74,99,126,5,334,0,25,314,98,0,0,75,55,0.07,57,425,0.6212873008533462,0,0,0,62,0,0.0,0,88,11,8,0,0,0,46
58,643,19,0,74,99,126,5,334,0,25,314,98,0,0,75,55,0.07,57,3144,0.47798611094375615,0,0,0,62,0,0.0,0,88,11,8,0,0,0,46
59,643,19,0,74,99,126,5,334,0,25,314,98,0,0,75,55,0.07,57,842,0.3166767451664359,0,0,0,62,0,0.0,0,88,11,8,0,0,0,46
60,643,19,0,74,99,126,5,334,0,25,314,98,0,0,75,55,0.07,57,4405,0.2979361209200243,0,0,0,62,0,0.0,0,88,11,8,0,0,0,46
61,643,19,0,74,99,126,5,334,0,25,314,98,0,0,75,55,0.07,57,3003,0.23928221058410115,0,0,0,62,0,0.0,0,88,11,8,0,0,0,46
62,643,19,0,74,99,126,5,334,0,25,314,98,0,0,75,55,0.07,57,896,0.2267310255234881,0,0,0,62,0,0.0,0,88,11,8,0,0,0,46
63,643,1708,0,1578,1346,541,5,334,0,25,740,0,0,0,1579,6,0.92,1298,4666,0.9486741599469433,0,0,0,62,0,0.0,0,1125,13,7,0,0,0,46
64,643,1708,0,1578,1346,541,5,334,0,25,740,0,0,0,1579,37,0.07,1298,4666,0.9486741599469433,0,0,0,62,0,0.0,0,1125,13,7,0,0,0,46
65,643,1973,0,1712,1468,510,5,334,0,25,669,184,0,0,1713,26,0.92,1415,450,0.354601881463031,0,0,0,62,0,0.0,0,837,13,4,0,0,0,46
66,643,1973,0,1712,1468,510,5,334,0,25,669,184,0,0,1713,26,0.92,1415,1965,0.2392437581030545,0,0,0,62,0,0.0,0,837,13,4,0,0,0,46
67,643,1973,0,1712,1468,510,5,334,0,25,669,184,0,0,1713,22,0.07,1415,450,0.354601881463031,0,0,0,62,0,0.0,0,837,13,4,0,0,0,46
68,643,1973,0,1712,1468,510,5,334,0,25,669,184,0,0,1713,22,0.07,1415,1965,0.2392437581030545,0,0,0,62,0,0.0,0,837,13,4,0,0,0,46
69,643,3589,1,670,2255,434,5,334,0,25,582,0,0,0,671,56,0.92,540,1046,0.29481953389350596,0,0,0,62,0,0.0,0,433,12,10,0,0,0,46
70,643,3589,1,670,2255,434,5,334,0,25,582,0,0,0,671,56,0.92,540,990,0.24710070057348368,0,0,0,62,0,0.0,0,433,12,10,0,0,0,46
71,643,3589,1,670,2255,434,5,334,0,25,582,0,0,0,671,27,0.07,540,1046,0.29481953389350596,0,0,0,62,0,0.0,0,433,12,10,0,0,0,46
72,643,3589,1,670,2255,434,5,334,0,25,582,0,0,0,671,27,0.07,540,990,0.24710070057348368,0,0,0,62,0,0.0,0,433,12,10,0,0,0,46
73,643,4068,0,2582,2473,656,5,334,0,25,372,0,0,0,2582,22,0.92,2122,2252,0.8744949186253277,0,0,0,62,0,0.0,0,1053,13,6,0,0,0,46
74,643,4068,0,2582,2473,656,5,334,0,25,372,0,0,0,2582,22,0.92,2122,2888,0.5545700748470196,0,0,0,62,0,0.0,0,1053,13,6,0,0,0,46
75,643,4068,0,2582,2473,656,5,334,0,25,372,0,0,0,2582,22,0.92,2122,2861,0.26184944534493754,0,0,0,62,0,0.0,0,1053,13,6,0,0,0,46
76,643,4068,0,2582,2473,656,5,334,0,25,372,0,0,0,2582,22,0.92,2122,3376,0.22948221802176857,0,0,0,62,0,0.0,0,1053,13,6,0,0,0,46
77,643,4068,0,2582,2473,656,5,334,0,25,372,0,0,0,2582,22,0.92,2122,1191,0.22913410176099,0,0,0,62,0,0.0,0,1053,13,6,0,0,0,46
78,643,4068,0,2582,2473,656,5,334,0,25,372,0,0,0,2582,61,0.07,2122,2252,0.8744949186253277,0,0,0,62,0,0.0,0,1053,13,6,0,0,0,46
79,643,4068,0,2582,2473,656,5,334,0,25,372,0,0,0,2582,61,0.07,2122,2888,0.5545700748470196,0,0,0,62,0,0.0,0,1053,13,6,0,0,0,46
80,643,4068,0,2582,2473,656,5,334,0,25,372,0,0,0,2582,61,0.07,2122,2861,0.26184944534493754,0,0,0,62,0,0.0,0,1053,13,6,0,0,0,46
81,643,4068,0,2582,2473,656,5,334,0,25,372,0,0,0,2582,61,0.07,2122,3376,0.22948221802176857,0,0,0,62,0,0.0,0,1053,13,6,0,0,0,46
82,643,4068,0,2582,2473,656,5,334,0,25,372,0,0,0,2582,61,0.07,2122,1191,0.22913410176099,0,0,0,62,0,0.0,0,1053,13,6,0,0,0,46
83,753,1095,0,1113,938,367,6,422,1,147,450,0,0,0,1114,22,0.92,905,4492,0.36739767581799465,0,0,0,62,0,0.0,1,529,12,12,0,0,0,54
84,753,1095,0,1113,938,367,6,422,1,147,450,0,0,0,1114,22,0.92,905,2108,0.3101898866905493,0,0,0,62,0,0.0,0,529,12,12,0,0,0,54
85,753,1095,0,1113,938,367,6,422,1,147,450,0,0,0,1114,22,0.92,905,1204,0.2667657693694791,0,0,0,62,0,0.0,0,529,12,12,0,0,0,54
86,753,1095,0,1113,938,367,6,422,1,147,450,0,0,0,1114,22,0.92,905,4919,0.2654071700629798,0,0,0,62,0,0.0,0,529,12,12,0,0,0,54
87,753,1095,0,1113,938,367,6,422,1,147,450,0,0,0,1114,25,0.07,905,4492,0.36739767581799465,0,0,0,62,0,0.0,0,529,12,12,0,0,0,54
88,753,1095,0,1113,938,367,6,422,1,147,450,0,0,0,1114,25,0.07,905,2108,0.3101898866905493,0,0,0,62,0,0.0,0,529,12,12,0,0,0,54
89,753,1095,0,1113,938,367,6,422,1,147,450,0,0,0,1114,25,0.07,905,1204,0.2667657693694791,0,0,0,62,0,0.0,0,529,12,12,0,0,0,54
90,753,1095,0,1113,938,367,6,422,1,147,450,0,0,0,1114,25,0.07,905,4919,0.2654071700629798,0,0,0,62,0,0.0,0,529,12,12,0,0,0,54
91,753,1480,1,1434,1193,326,6,422,1,147,732,220,0,0,1435,27,0.684931628,1177,2922,0.307306421709567,0,0,0,62,0,0.0,0,731,13,3,0,0,0,54
92,753,1480,1,1434,1193,326,6,422,1,147,732,220,0,0,1435,27,0.684931628,1177,3764,0.2520259136488001,0,0,0,62,0,0.0,0,731,13,3,0,0,0,54
93,753,1480,1,1434,1193,326,6,422,1,147,732,220,0,0,1435,64,0.052114363,1177,2922,0.307306421709567,0,0,0,62,0,0.0,0,731,13,3,0,0,0,54
94,753,1480,1,1434,1193,326,6,422,1,147,732,220,0,0,1435,64,0.052114363,1177,3764,0.2520259136488001,0,0,0,62,0,0.0,0,731,13,3,0,0,0,54
95,753,2702,0,1943,1774,335,6,422,1,147,214,143,0,0,1944,27,0.463674112,1597,1500,0.31698655302352435,0,0,0,62,0,0.0,0,891,13,5,0,0,0,54
96,753,2702,0,1943,1774,335,6,422,1,147,214,143,0,0,1944,27,0.463674112,1597,2922,0.31415623580738467,0,0,0,62,0,0.0,0,891,13,5,0,0,0,54
97,753,2702,0,1943,1774,335,6,422,1,147,214,143,0,0,1944,64,0.035279552,1597,1500,0.31698655302352435,0,0,0,62,0,0.0,0,891,13,5,0,0,0,54
98,753,2702,0,1943,1774,335,6,422,1,147,214,143,0,0,1944,64,0.035279552,1597,2922,0.31415623580738467,0,0,0,62,0,0.0,0,891,13,5,0,0,0,54
99,753,4203,0,1862,2019,494,6,422,1,147,659,202,0,0,1863,22,0.386098148,1535,1232,0.2204624453115783,0,0,0,62,0,0.0,0,869,13,5,0,0,0,54
100,753,4203,0,1862,2019,494,6,422,1,147,659,202,0,0,1863,27,0.029377033,1535,1232,0.2204624453115783,0,0,0,62,0,0.0,0,869,13,5,0,0,0,54
101,1537,239,0,243,220,197,7,1171,1,256,242,0,0,0,244,55,0.70938164,196,1348,0.7594132018213096,0,0,0,62,0,0.0,1,194,12,3,0,0,0,106
102,1537,239,0,243,220,197,7,1171,1,256,242,0,0,0,244,13,0.05397469,196,1348,0.7594132018213096,0,0,0,62,0,0.0,0,194,12,3,0,0,0,106
103,1537,1085,0,1106,148,61,7,1171,1,256,198,0,0,0,1107,42,0.92,898,1495,0.18460940540946444,0,0,0,62,0,0.0,0,622,13,2,0,0,0,106
104,1537,1085,0,1106,148,61,7,1171,1,256,198,0,0,0,1107,42,0.92,898,4625,0.17552371102521744,0,0,0,62,0,0.0,0,622,13,2,0,0,0,106
105,1537,1085,0,1106,148,61,7,1171,1,256,198,0,0,0,1107,42,0.92,898,281,0.15085598597717226,0,0,0,62,0,0.0,0,622,13,2,0,0,0,106
106,1537,1085,0,1106,148,61,7,1171,1,256,198,0,0,0,1107,42,0.92,898,2979,0.013252639134481083,0,0,0,62,0,0.0,0,622,13,2,0,0,0,106
107,1537,1085,0,1106,148,61,7,1171,1,256,198,0,0,0,1107,53,0.07,898,1495,0.18460940540946444,0,0,0,62,0,0.0,0,622,13,2,0,0,0,106
108,1537,1085,0,1106,148,61,7,1171,1,256,198,0,0,0,1107,53,0.07,898,4625,0.17552371102521744,0,0,0,62,0,0.0,0,622,13,2,0,0,0,106
109,1537,1085,0,1106,148,61,7,1171,1,256,198,0,0,0,1107,53,0.07,898,281,0.15085598597717226,0,0,0,62,0,0.0,0,622,13,2,0,0,0,106
110,1537,1085,0,1106,148,61,7,1171,1,256,198,0,0,0,1107,53,0.07,898,2979,0.013252639134481083,0,0,0,62,0,0.0,0,622,13,2,0,0,0,106
111,1537,1900,1,1547,370,42,7,1171,1,256,16,38,0,0,1548,11,0.92,1269,1327,0.4807078326990285,0,0,0,62,0,0.0,0,763,13,4,0,0,0,106
112,1537,1900,1,1547,370,42,7,1171,1,256,16,38,0,0,1548,11,0.92,1269,1874,0.3592593998192587,0,0,0,62,0,0.0,0,763,13,4,0,0,0,106
113,1537,1900,1,1547,370,42,7,1171,1,256,16,38,0,0,1548,11,0.92,1269,2881,0.3034887992837257,0,0,0,62,0,0.0,0,763,13,4,0,0,0,106
114,1537,1900,1,1547,370,42,7,1171,1,256,16,38,0,0,1548,11,0.92,1269,3490,0.29291701056032127,0,0,0,62,0,0.0,0,763,13,4,0,0,0,106
115,1537,1900,1,1547,370,42,7,1171,1,256,16,38,0,0,1548,9,0.07,1269,1327,0.4807078326990285,0,0,0,62,0,0.0,0,763,13,4,0,0,0,106
116,1537,1900,1,1547,370,42,7,1171,1,256,16,38,0,0,1548,9,0.07,1269,1874,0.3592593998192587,0,0,0,62,0,0.0,0,763,13,4,0,0,0,106
117,1537,1900,1,1547,370,42,7,1171,1,256,16,38,0,0,1548,9,0.07,1269,2881,0.3034887992837257,0,0,0,62,0,0.0,0,763,13,4,0,0,0,106
118,1537,1900,1,1547,370,42,7,1171,1,256,16,38,0,0,1548,9,0.07,1269,3490,0.29291701056032127,0,0,0,62,0,0.0,0,763,13,4,0,0,0,106
119,1537,3399,0,1100,1646,250,7,1171,1,256,409,149,0,0,1101,34,0.729605724,893,3712,0.2664332712199336,0,0,0,62,0,0.0,0,543,12,12,0,0,0,106
120,1537,3399,0,1100,1646,250,7,1171,1,256,409,149,0,0,1101,27,0.055513479,893,3712,0.2664332712199336,0,0,0,62,0,0.0,0,543,12,12,0,0,0,106
121,1537,3471,0,211,1931,247,7,1171,1,256,453,0,0,0,212,8,0.92,170,3154,0.4978714678630949,0,0,0,62,0,0.0,0,1113,13,7,0,0,0,106
122,1537,3471,0,211,1931,247,7,1171,1,256,453,0,0,0,212,8,0.92,170,4989,0.3763254100623905,0,0,0,62,0,0.0,0,1113,13,7,0,0,0,106
123,1537,3471,0,211,1931,247,7,1171,1,256,453,0,0,0,212,8,0.92,170,2396,0.34210790777247313,0,0,0,62,0,0.0,0,1113,13,7,0,0,0,106
124,1537,3471,0,211,1931,247,7,1171,1,256,453,0,0,0,212,10,0.07,170,3154,0.4978714678630949,0,0,0,62,0,0.0,0,1113,13,7,0,0,0,106
125,1537,3471,0,211,1931,247,7,1171,1,256,453,0,0,0,212,10,0.07,170,4989,0.3763254100623905,0,0,0,62,0,0.0,0,1113,13,7,0,0,0,106
126,1537,3471,0,211,1931,247,7,1171,1,256,453,0,0,0,212,10,0.07,170,2396,0.34210790777247313,0,0,0,62,0,0.0,0,1113,13,7,0,0,0,106
127,1571,1602,1,1494,1272,605,8,679,1,186,791,0,0,0,1495,47,0.306107368,1223,4306,0.2620924788539425,0,0,0,62,0,0.0,1,702,13,3,0,0,0,108
128,1571,1602,1,1494,1272,605,8,679,1,186,791,0,0,0,1495,22,0.023290778,1223,4306,0.2620924788539425,0,0,0,62,0,0.0,0,702,13,3,0,0,0,108
129,1571,3340,0,1364,2142,611,8,679,1,186,795,0,0,0,1365,35,0.4995945,1118,46,0.5773147883656288,0,0,0,62,0,0.0,0,0,0,0,0,0,0,108
130,1571,3340,0,1364,2142,611,8,679,1,186,795,0,0,0,1365,35,0.4995945,1118,4498,0.22464725620994494,0,0,0,62,0,0.0,0,0,0,0,0,0,0,108
131,1571,3340,0,1364,2142,611,8,679,1,186,795,0,0,0,1365,30,0.038012625,1118,46,0.5773147883656288,0,0,0,62,0,0.0,0,0,0,0,0,0,0,108
132,1571,3340,0,1364,2142,611,8,679,1,186,795,0,0,0,1365,30,0.038012625,1118,4498,0.22464725620994494,0,0,0,62,0,0.0,0,0,0,0,0,0,0,108
133,1358,193,0,392,295,357,9,1265,0,74,536,0,0,0,393,42,0.271092536,315,883,0.019028194398267067,0,0,0,62,0,0.0,1,0,0,0,0,0,0,94
134,1358,193,0,392,295,357,9,1265,0,74,536,0,0,0,393,2,0.020626606,315,883,0.019028194398267067,0,0,0,62,0,0.0,0,0,0,0,0,0,0,94
135,1358,202,0,404,295,357,9,1265,0,74,536,0,0,0,405,42,0.285581432,323,883,0.019028194398267067,0,0,0,62,0,0.0,0,0,0,0,0,0,0,94
136,1358,202,0,404,295,357,9,1265,0,74,536,0,0,0,405,2,0.021729022,323,883,0.019028194398267067,0,0,0,62,0,0.0,0,0,0,0,0,0,0,94
137,1358,203,0,405,295,357,9,1265,0,74,536,0,0,0,406,76,0.46790004,324,2810,0.2704674155370122,0,0,0,62,0,0.0,0,0,0,0,0,0,0,94
138,1358,203,0,405,295,357,9,1265,0,74,536,0,0,0,406,89,0.03560109,324,2810,0.2704674155370122,0,0,0,62,0,0.0,0,0,0,0,0,0,0,94
139,1358,210,0,322,308,173,9,1265,0,74,68,0,0,0,323,9,0.92,256,5092,0.23534492572474774,0,0,0,62,0,0.0,0,284,12,6,0,0,0,94
140,1358,210,0,322,308,173,9,1265,0,74,68,0,0,0,323,11,0.07,256,5092,0.23534492572474774,0,0,0,62,0,0.0,0,284,12,6,0,0,0,94
141,1358,279,1,67,368,173,9,1265,0,74,323,0,0,0,68,9,0.885663208,0,5105,0.0,0,0,0,62,0,0.0,0,77,11,7,0,0,0,94
142,1358,279,1,67,368,173,9,1265,0,74,323,0,0,0,68,12,0.067387418,0,5105,0.0,0,0,0,62,0,0.0,0,77,11,7,0,0,0,94
143,1358,754,0,920,709,173,9,1265,0,74,481,0,0,0,921,11,0.92,737,3620,0.3517096257407073,0,0,0,62,0,0.0,0,550,12,12,0,0,0,94
144,1358,754,0,920,709,173,9,1265,0,74,481,0,0,0,921,13,0.07,737,3620,0.3517096257407073,0,0,0,62,0,0.0,0,550,12,12,0,0,0,94
145,1358,1342,0,888,1074,467,9,1265,0,74,703,0,0,0,889,7,0.92,0,5105,0.0,0,0,0,62,0,0.0,0,289,12,6,0,0,0,94
146,1358,1342,0,888,1074,467,9,1265,0,74,703,0,0,0,889,65,0.07,0,5105,0.0,0,0,0,62,0,0.0,0,289,12,6,0,0,0,94
147,1358,2465,0,416,1712,149,9,1265,0,74,356,0,0,0,417,49,0.92,335,297,0.7664989909992056,0,0,0,62,0,0.0,0,240,12,5,0,0,0,94
148,1358,2465,0,416,1712,149,9,1265,0,74,356,0,0,0,417,49,0.92,335,1916,0.2611990078684877,0,0,0,62,0,0.0,0,240,12,5,0,0,0,94
149,1358,2465,0,416,1712,149,9,1265,0,74,356,0,0,0,417,44,0.07,335,297,0.7664989909992056,0,0,0,62,0,0.0,0,240,12,5,0,0,0,94
150,1358,2465,0,416,1712,149,9,1265,0,74,356,0,0,0,417,44,0.07,335,1916,0.2611990078684877,0,0,0,62,0,0.0,0,240,12,5,0,0,0,94
151,1358,2850,0,2132,1912,467,9,1265,0,74,703,0,0,0,2133,7,0.92,0,5105,0.0,0,0,0,62,0,0.0,0,289,12,6,0,0,0,94
152,1358,2850,0,2132,1912,467,9,1265,0,74,703,0,0,0,2133,65,0.07,0,5105,0.0,0,0,0,62,0,0.0,0,289,12,6,0,0,0,94
153,688,2668,0,1899,1806,613,10,59,1,116,144,0,0,0,1900,33,1.0,0,5105,0.0,0,0,0,62,0,0.0,1,0,0,0,0,0,0,49
154,688,3039,1,1903,1985,588,10,59,1,116,776,0,0,0,1904,33,0.586527876,0,5105,0.0,0,0,0,62,0,0.0,0,0,0,0,0,0,0,49
155,688,3039,1,1903,1985,588,10,59,1,116,776,0,0,0,1904,37,0.044627121,0,5105,0.0,0,0,0,62,0,0.0,0,0,0,0,0,0,0,49
156,688,3346,0,1367,2142,611,10,59,1,116,795,0,0,0,1368,30,0.404812972,1121,1958,0.9403665173793213,0,0,0,62,0,0.0,0,0,0,0,0,0,0,49
